iter,tau_e,Re_B,Re_T,Re_L,lambda_t,eta_cell,eta_domain,kmax_eta_cell,kmax_eta_domain,L_TKE,ils,eps0,TKE,u_rms,frac_x,frac_y,frac_z
169000,  2.592429E+03,  4.931362E+02,  6.710933E+01,  1.411913E+02,  1.741911E+01,  1.080468E+00,  5.303733E-02,  3.394389E+00,  3.394389E+00,  1.431708E+02,  3.664806E+01,  3.625055E-08,  2.997639E-04,  1.413657E-02,  2.560677E-01,  4.068028E-01,  3.371294E-01
170000,  2.577545E+03,  5.025074E+02,  6.831112E+01,  1.457667E+02,  1.740039E+01,  1.069770E+00,  5.251222E-02,  3.360782E+00,  3.360782E+00,  1.455781E+02,  3.713008E+01,  3.772244E-08,  3.112651E-04,  1.440521E-02,  2.619794E-01,  3.844127E-01,  3.536079E-01
171000,  2.575977E+03,  5.112231E+02,  7.063202E+01,  1.507753E+02,  1.768484E+01,  1.069246E+00,  5.248647E-02,  3.359134E+00,  3.359134E+00,  1.529848E+02,  3.775111E+01,  3.779650E-08,  3.221563E-04,  1.465506E-02,  2.909185E-01,  3.368337E-01,  3.722478E-01
172000,  2.591458E+03,  5.204808E+02,  7.370921E+01,  1.572247E+02,  1.812705E+01,  1.072861E+00,  5.266393E-02,  3.370492E+00,  3.370492E+00,  1.636418E+02,  3.866572E+01,  3.728963E-08,  3.339297E-04,  1.492045E-02,  2.962128E-01,  3.252607E-01,  3.785266E-01
173000,  2.558512E+03,  5.314254E+02,  7.805659E+01,  1.618226E+02,  1.880084E+01,  1.081309E+00,  5.307861E-02,  3.397031E+00,  3.397031E+00,  1.797350E+02,  3.897687E+01,  3.613790E-08,  3.481210E-04,  1.523419E-02,  2.820576E-01,  3.246061E-01,  3.933363E-01
174000,  2.456113E+03,  5.406815E+02,  7.844749E+01,  1.608046E+02,  1.857152E+01,  1.065455E+00,  5.230041E-02,  3.347226E+00,  3.347226E+00,  1.784318E+02,  3.806861E+01,  3.833723E-08,  3.603534E-04,  1.549954E-02,  2.858021E-01,  3.264336E-01,  3.877642E-01
175000,  2.376937E+03,  5.474216E+02,  7.698819E+01,  1.595249E+02,  1.800165E+01,  1.042503E+00,  5.117375E-02,  3.275120E+00,  3.275120E+00,  1.697391E+02,  3.730067E+01,  4.182657E-08,  3.693937E-04,  1.569275E-02,  2.667634E-01,  3.401719E-01,  3.930646E-01
176000,  2.334263E+03,  5.516827E+02,  7.535625E+01,  1.591094E+02,  1.748396E+01,  1.023428E+00,  5.023742E-02,  3.215195E+00,  3.215195E+00,  1.613633E+02,  3.691616E+01,  4.503312E-08,  3.751669E-04,  1.581491E-02,  2.564128E-01,  3.480178E-01,  3.955694E-01
177000,  2.325685E+03,  5.523610E+02,  7.254192E+01,  1.589147E+02,  1.681032E+01,  1.002902E+00,  4.922986E-02,  3.150711E+00,  3.150711E+00,  1.493518E+02,  3.682571E+01,  4.883452E-08,  3.760899E-04,  1.583435E-02,  2.702540E-01,  3.457778E-01,  3.839682E-01
178000,  2.300305E+03,  5.493200E+02,  6.992799E+01,  1.554546E+02,  1.629429E+01,  9.901186E-01,  4.860234E-02,  3.110549E+00,  3.110549E+00,  1.395508E+02,  3.622331E+01,  5.140586E-08,  3.719603E-04,  1.574717E-02,  2.976136E-01,  3.381168E-01,  3.642696E-01
179000,  2.279351E+03,  5.460601E+02,  7.014577E+01,  1.522156E+02,  1.644262E+01,  9.975795E-01,  4.896857E-02,  3.133988E+00,  3.133988E+00,  1.412597E+02,  3.568033E+01,  4.988518E-08,  3.675585E-04,  1.565372E-02,  3.265093E-01,  3.326674E-01,  3.408233E-01
180000,  2.253360E+03,  5.422696E+02,  6.832102E+01,  1.483981E+02,  1.612683E+01,  9.914003E-01,  4.866525E-02,  3.114576E+00,  3.114576E+00,  1.349426E+02,  3.502863E+01,  5.114054E-08,  3.624735E-04,  1.554506E-02,  3.553204E-01,  3.333021E-01,  3.113776E-01
181000,  2.207785E+03,  5.357936E+02,  6.539378E+01,  1.419446E+02,  1.562244E+01,  9.816527E-01,  4.818676E-02,  3.083953E+00,  3.083953E+00,  1.251212E+02,  3.391029E+01,  5.320226E-08,  3.538675E-04,  1.535942E-02,  3.557449E-01,  3.186610E-01,  3.255941E-01
182000,  2.207011E+03,  5.273745E+02,  6.211715E+01,  1.374707E+02,  1.507656E+01,  9.720169E-01,  4.771377E-02,  3.053681E+00,  3.053681E+00,  1.146990E+02,  3.336575E+01,  5.534347E-08,  3.428341E-04,  1.511807E-02,  3.392432E-01,  3.127062E-01,  3.480506E-01
183000,  2.279037E+03,  5.201186E+02,  6.207276E+01,  1.380776E+02,  1.527596E+01,  9.852247E-01,  4.836210E-02,  3.095175E+00,  3.095175E+00,  1.161329E+02,  3.398059E+01,  5.243490E-08,  3.334651E-04,  1.491007E-02,  3.387535E-01,  3.009403E-01,  3.603062E-01
184000,  2.318500E+03,  5.170250E+02,  6.381433E+01,  1.388026E+02,  1.579853E+01,  1.004927E+00,  4.932926E-02,  3.157073E+00,  3.157073E+00,  1.234754E+02,  3.436339E+01,  4.844207E-08,  3.295101E-04,  1.482138E-02,  3.452939E-01,  3.002273E-01,  3.544788E-01
